tipo,subtipo,vencimento,qtdMinima,taxa,msg_patrocinado,patrocinado,emissor,liquidez,incentivada,qualificado,juros,amortizacao,carencia,rating,agencia,preco,corretora,nr,a,investir,tp_d,chat,enable_popup,url,tp_mercado,tir,vir,dc,du,rbd,rbm,rba,rbp,rlp,rld,rlm,rla,vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total,rico_tipo,xp_tipo,cod_cetip,escalonado,avista_id
CDB,,108 dias,669.5,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,669.5,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,7.14,108,76,0.060946,1.2877,16.6,4.74,3.67,0.047474,1.0,12.71,701.23,694.09,24.59,3.67,CDI,0.0222,1.7,680.91,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,111 dias,276.42,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,276.42,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,2.99,111,77,0.060946,1.2877,16.6,4.8,3.72,0.047477,1.0,12.71,289.7,286.71,10.29,3.72,CDI,0.0222,1.73,281.19,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,112 dias,285.6,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,285.6,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,3.13,112,78,0.060946,1.2877,16.6,4.87,3.77,0.04748,1.0,12.71,299.5,296.37,10.77,3.77,CDI,0.0222,1.75,290.59,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,113 dias,1020.0,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,1020.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,11.32,113,79,0.060946,1.2877,16.6,4.93,3.82,0.047483,1.0,12.71,1070.3,1058.98,38.98,3.82,CDI,0.0222,1.77,1038.07,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,118 dias,1020.0,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,1020.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,11.76,118,82,0.060946,1.2877,16.6,5.12,3.97,0.047493,1.0,12.71,1072.25,1060.5,40.5,3.97,CDI,0.0222,1.84,1038.76,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,118 dias,867.0,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,867.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,9.99,118,82,0.060946,1.2877,16.6,5.12,3.97,0.047493,1.0,12.71,911.42,901.42,34.42,3.97,CDI,0.0222,1.84,882.95,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,121 dias,153.0,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,153.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,1.83,121,85,0.060946,1.2877,16.6,5.32,4.12,0.047502,1.0,12.71,161.13,159.3,6.3,4.12,CDI,0.0222,1.91,155.92,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,127 dias,1020.0,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,1020.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,12.79,127,89,0.060946,1.2877,16.6,5.57,4.32,0.047515,1.0,12.72,1076.84,1064.05,44.05,4.32,CDI,0.0222,2.0,1040.38,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,128 dias,1530.0,120.0% CDI,,False,BANCO PAN,No Vencimento,False,False,120.0,,,AAA,S&P,1530.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,22.5,19.4,128,90,0.060946,1.2877,16.6,5.64,4.37,0.047518,1.0,12.72,1616.24,1596.84,66.84,4.37,CDI,0.0222,2.02,1560.92,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,130 dias,1160.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,1160.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,15.05,130,92,0.060946,1.2877,16.6,5.77,4.47,0.047524,1.0,12.72,1226.88,1211.83,51.83,4.47,CDI,0.0222,2.07,1183.97,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,139 dias,1080.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,1080.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,14.79,139,97,0.060946,1.2877,16.6,6.09,4.72,0.04754,1.0,12.72,1145.75,1130.96,50.96,4.72,CDI,0.0222,2.18,1103.54,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,144 dias,702.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,702.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,10.02,144,101,0.060946,1.2877,16.6,6.35,4.92,0.047553,1.0,12.73,746.56,736.53,34.53,4.92,CDI,0.0222,2.27,717.94,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,146 dias,1674.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,1674.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,23.91,146,101,0.060946,1.2877,16.6,6.35,4.92,0.047553,1.0,12.73,1780.25,1756.34,82.34,4.92,CDI,0.0222,2.27,1712.01,LCI/LCA 93.0% CDI,16.6,240000.0,120.0,,,,,
CDB,,150 dias,460.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,460.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,6.84,150,105,0.060946,1.2877,16.6,6.61,5.12,0.047566,1.0,12.73,490.39,483.55,23.55,5.12,CDI,0.0222,2.36,470.86,LCI/LCA 93.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,153 dias,1230.0,120.0% CDI,,False,BANCO RODOBENS,No Vencimento,False,False,120.0,,,AA+,Fitch,1230.0,Nuinvest,24.0,Nuinvest,False,Nuinvest,False,,,S,22.5,18.46,153,106,0.060946,1.2877,16.6,6.67,5.17,0.047569,1.0,12.73,1312.06,1293.59,63.59,5.17,CDI,0.0222,2.38,1259.32,LCI/LCA 93.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,157 dias,993.6,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,993.6,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,15.5,157,110,0.060946,1.2877,16.6,6.93,5.37,0.047581,1.0,12.74,1062.47,1046.98,53.38,5.37,CDI,0.0222,2.48,1018.19,LCI/LCA 93.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,168 dias,1070.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,1070.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,17.63,168,116,0.060946,1.2877,16.6,7.32,5.68,0.0476,1.0,12.74,1148.36,1130.73,60.73,5.68,CDI,0.0222,2.61,1097.95,LCI/LCA 93.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,170 dias,687.42,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,687.42,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,11.53,170,118,0.060946,1.2877,16.6,7.45,5.78,0.047607,1.0,12.74,738.66,727.13,39.71,5.78,CDI,0.0222,2.66,705.69,LCI/LCA 93.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,171 dias,642.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,642.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,10.86,171,119,0.060946,1.2877,16.6,7.52,5.83,0.04761,1.0,12.74,690.28,679.41,37.41,5.83,CDI,0.0222,2.68,659.21,LCI/LCA 93.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,175 dias,1070.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,1070.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,22.5,18.42,175,121,0.060946,1.2877,16.6,7.65,5.93,0.047616,1.0,12.75,1151.86,1133.44,63.44,5.93,CDI,0.0222,2.73,1099.17,LCI/LCA 93.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,183 dias,456.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,456.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,7.28,183,126,0.060946,1.2877,16.6,7.98,6.38,0.049122,1.04,13.17,492.39,485.11,29.11,6.38,CDI,0.0222,2.84,468.95,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,188 dias,636.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,636.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,10.4,188,129,0.060946,1.2877,16.6,8.18,6.54,0.049131,1.04,13.18,688.0,677.6,41.6,6.54,CDI,0.0222,2.91,654.5,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,189 dias,413.4,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,413.4,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,6.82,189,130,0.060946,1.2877,16.6,8.24,6.59,0.049134,1.04,13.18,447.48,440.66,27.26,6.59,CDI,0.0222,2.93,425.52,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,201 dias,159.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,159.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,2.81,201,139,0.060946,1.2877,16.6,8.84,7.07,0.04916,1.04,13.18,173.05,170.24,11.24,7.07,CDI,0.0222,3.14,163.99,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,204 dias,113.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,113.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,2.03,204,141,0.060946,1.2877,16.6,8.97,7.18,0.049165,1.04,13.19,123.14,121.11,8.11,7.18,CDI,0.0222,3.18,116.6,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,213 dias,336.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,336.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,6.34,213,148,0.060946,1.2877,16.6,9.44,7.55,0.049185,1.04,13.19,367.71,361.36,25.36,7.55,CDI,0.0222,3.34,347.24,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,221 dias,560.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,560.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,10.94,221,153,0.060946,1.2877,16.6,9.77,7.82,0.0492,1.04,13.2,614.71,603.77,43.77,7.82,CDI,0.0222,3.46,579.37,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,225 dias,112.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,112.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,2.2,225,154,0.060946,1.2877,16.6,9.84,7.87,0.049203,1.04,13.2,123.02,120.81,8.81,7.87,CDI,0.0222,3.48,115.9,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,228 dias,112.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,112.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,2.25,228,157,0.060946,1.2877,16.6,10.04,8.03,0.049211,1.04,13.2,123.24,120.99,8.99,8.03,CDI,0.0222,3.55,115.98,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,248 dias,99.9,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,99.9,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,2.19,248,171,0.060946,1.2877,16.6,10.98,8.78,0.049251,1.04,13.21,110.87,108.68,8.78,8.79,CDI,0.0222,3.87,103.77,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,248 dias,595.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,595.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,13.07,248,171,0.060946,1.2877,16.6,10.98,8.78,0.049251,1.04,13.21,660.33,647.27,52.27,8.78,CDI,0.0222,3.87,618.05,LCI/LCA 96.0% CDI,16.6,230000.0,120.0,,,,,
CDB,,271 dias,566.5,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,566.5,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,13.52,271,185,0.060946,1.2877,16.6,11.93,9.55,0.049291,1.04,13.22,634.09,620.57,54.07,9.54,CDI,0.0222,4.2,590.28,LCI/LCA 96.0% CDI,16.6,220000.0,120.0,,,,,
CDB,,277 dias,204.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,204.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,5.01,277,190,0.060946,1.2877,16.6,12.27,9.82,0.049305,1.04,13.23,229.04,224.03,20.03,9.82,CDI,0.0222,4.31,212.8,LCI/LCA 96.0% CDI,16.6,220000.0,120.0,,,,,
CDB,,289 dias,493.74,120.0% CDI,,False,BANCO RENDIMENTO,No Vencimento,False,False,120.0,,,A,Fitch,493.74,Nuinvest,20.0,Nuinvest,False,Nuinvest,False,,,S,20.0,12.66,289,198,0.060946,1.2877,16.6,12.82,10.26,0.049328,1.04,13.23,557.04,544.38,50.64,10.26,CDI,0.0222,4.5,515.96,LCI/LCA 96.0% CDI,16.6,220000.0,120.0,,,,,
CDB,,299 dias,102.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,102.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,2.71,299,205,0.060946,1.2877,16.6,13.3,10.64,0.049347,1.04,13.24,115.57,112.86,10.86,10.65,CDI,0.0222,4.66,106.76,LCI/LCA 96.0% CDI,16.6,220000.0,120.0,,,,,
CDB,,300 dias,510.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,510.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,13.57,300,205,0.060946,1.2877,16.6,13.3,10.64,0.049347,1.04,13.24,577.85,564.28,54.28,10.64,CDI,0.0222,4.66,533.78,LCI/LCA 96.0% CDI,16.6,220000.0,120.0,,,,,
CDB,,301 dias,580.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,580.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,20.0,15.51,301,206,0.060946,1.2877,16.6,13.37,10.7,0.04935,1.04,13.24,657.56,642.05,62.05,10.7,CDI,0.0222,4.69,607.17,LCI/LCA 96.0% CDI,16.6,220000.0,120.0,,,,,
CDB,,349 dias,114.0,120.0% CDI,,False,BANCO RENDIMENTO,No Vencimento,False,False,120.0,,,A,Fitch,114.0,Nuinvest,20.0,Nuinvest,False,Nuinvest,False,,,S,20.0,3.56,349,238,0.060946,1.2877,16.6,15.6,12.48,0.04944,1.04,13.26,131.79,128.23,14.23,12.48,CDI,0.0222,5.43,120.19,LCI/LCA 96.0% CDI,16.6,220000.0,120.0,,,,,
CDB,,360 dias,285.0,120.0% CDI,,False,BANCO RENDIMENTO,No Vencimento,False,False,120.0,,,A,Fitch,285.0,Nuinvest,20.0,Nuinvest,False,Nuinvest,False,,,S,20.0,9.26,360,247,0.060946,1.2877,16.6,16.24,12.99,0.049465,1.04,13.27,331.29,322.03,37.03,12.99,CDI,0.0222,5.64,301.08,LCI/LCA 96.0% CDI,16.6,220000.0,120.0,,,,,
CDB,,371 dias,534.66,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,534.66,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,15.66,371,254,0.060946,1.2877,16.6,16.74,13.81,0.050936,1.08,13.69,624.15,608.49,73.83,13.81,CDI,0.0222,5.81,565.71,LCI/LCA 99.0% CDI,16.6,210000.0,120.0,,,,,
CDB,,374 dias,113.0,120.0% CDI,,False,BANCO RENDIMENTO,No Vencimento,False,False,120.0,,,A,Fitch,113.0,Nuinvest,20.0,Nuinvest,False,Nuinvest,False,,,S,17.5,3.34,374,256,0.060946,1.2877,16.6,16.88,13.93,0.050941,1.08,13.69,132.07,128.74,15.74,13.93,CDI,0.0222,5.86,119.62,LCI/LCA 99.0% CDI,16.6,210000.0,120.0,,,,,
CDB,,377 dias,146.9,120.0% CDI,,False,BANCO RENDIMENTO,No Vencimento,False,False,120.0,,,A,Fitch,146.9,Nuinvest,20.0,Nuinvest,False,Nuinvest,False,,,S,17.5,4.36,377,257,0.060946,1.2877,16.6,16.95,13.98,0.050943,1.08,13.69,171.8,167.44,20.54,13.98,CDI,0.0222,5.88,155.54,LCI/LCA 99.0% CDI,16.6,210000.0,120.0,,,,,
CDB,,384 dias,114.0,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,114.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,3.45,384,262,0.060946,1.2877,16.6,17.31,14.28,0.050956,1.08,13.7,133.73,130.28,16.28,14.28,CDI,0.0222,6.0,120.84,LCI/LCA 99.0% CDI,16.6,210000.0,120.0,,,,,
CDB,,384 dias,113.0,120.0% CDI,,False,BANCO RENDIMENTO,No Vencimento,False,False,120.0,,,A,Fitch,113.0,Nuinvest,20.0,Nuinvest,False,Nuinvest,False,,,S,17.5,3.42,384,262,0.060946,1.2877,16.6,17.31,14.28,0.050956,1.08,13.7,132.56,129.13,16.13,14.27,CDI,0.0222,6.0,119.78,LCI/LCA 99.0% CDI,16.6,210000.0,120.0,,,,,
CDB,,400 dias,452.0,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,452.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,14.37,400,274,0.060946,1.2877,16.6,18.17,14.99,0.050986,1.08,13.71,534.12,519.75,67.75,14.99,CDI,0.0222,6.28,480.38,LCI/LCA 99.0% CDI,16.6,210000.0,120.0,,,,,
CDB,,580 dias,595.0,120.0% CDI,,False,BANCO BR PARTNERS,No Vencimento,False,False,120.0,,,A-,Fitch,595.0,Nuinvest,19.0,Nuinvest,False,Nuinvest,False,,,S,17.5,28.82,580,401,0.060946,1.2877,16.6,27.67,22.83,0.051296,1.08,13.8,759.67,730.85,135.85,22.83,CDI,0.0222,9.32,650.47,LCI/LCA 99.0% CDI,16.6,200000.0,120.0,,,,,
CDB,,590 dias,105.0,120.0% CDI,,False,BANCO ORIGINAL,No Vencimento,False,False,120.0,,,BB+,Fitch,105.0,Nuinvest,15.0,Nuinvest,False,Nuinvest,False,,,S,17.5,5.17,590,407,0.060946,1.2877,16.6,28.14,23.22,0.051311,1.08,13.8,134.55,129.38,24.38,23.22,CDI,0.0222,9.47,114.94,LCI/LCA 99.0% CDI,16.6,200000.0,120.0,,,,,
CDB,,616 dias,154.5,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,154.5,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,7.99,616,425,0.060946,1.2877,16.6,29.56,24.38,0.051354,1.08,13.81,200.16,192.17,37.67,24.38,CDI,0.0222,9.91,169.81,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,636 dias,351.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,351.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,18.84,636,439,0.060946,1.2877,16.6,30.67,25.3,0.051387,1.08,13.82,458.64,439.8,88.8,25.3,CDI,0.0222,10.25,386.98,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,638 dias,117.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,117.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,6.31,638,441,0.060946,1.2877,16.6,30.82,25.43,0.051392,1.08,13.82,153.06,146.75,29.75,25.43,CDI,0.0222,10.3,129.05,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,649 dias,116.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,116.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,6.39,649,449,0.060946,1.2877,16.6,31.46,25.96,0.051411,1.09,13.83,152.5,146.11,30.11,25.96,CDI,0.0222,10.5,128.17,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,669 dias,324.3,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,324.3,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,18.45,669,462,0.060946,1.2877,16.6,32.51,26.82,0.051442,1.09,13.84,429.73,411.28,86.98,26.82,CDI,0.0222,10.81,359.37,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,674 dias,335.32,120.0% CDI,,False,PARANA BANCO,No Vencimento,False,False,120.0,,,AA+,S&P,335.32,Nuinvest,24.0,Nuinvest,False,Nuinvest,False,,,S,17.5,19.22,674,465,0.060946,1.2877,16.6,32.75,27.02,0.051449,1.09,13.84,445.14,425.92,90.6,27.02,CDI,0.0222,10.89,371.83,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,677 dias,188.6,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,188.6,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,10.86,677,467,0.060946,1.2877,16.6,32.91,27.15,0.051454,1.09,13.84,250.68,239.81,51.21,27.15,CDI,0.0222,10.94,209.23,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,682 dias,59.8,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,59.8,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,3.48,682,471,0.060946,1.2877,16.6,33.24,27.42,0.051463,1.09,13.84,79.68,76.2,16.4,27.42,CDI,0.0222,11.04,66.4,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,689 dias,115.0,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,115.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,6.77,689,476,0.060946,1.2877,16.6,33.64,27.76,0.051475,1.09,13.85,153.69,146.92,31.92,27.76,CDI,0.0222,11.16,127.83,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,698 dias,456.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,456.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,27.17,698,481,0.060946,1.2877,16.6,34.05,28.09,0.051487,1.09,13.85,611.28,584.1,128.1,28.09,CDI,0.0222,11.28,507.45,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,702 dias,345.0,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,345.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,20.66,702,483,0.060946,1.2877,16.6,34.22,28.23,0.051491,1.09,13.85,463.04,442.39,97.39,28.23,CDI,0.0222,11.33,384.1,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,705 dias,226.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,226.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,13.6,705,485,0.060946,1.2877,16.6,34.38,28.36,0.051496,1.09,13.85,303.7,290.1,64.1,28.36,CDI,0.0222,11.38,251.73,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,712 dias,113.0,120.0% CDI,,False,BANCO BMG,No Vencimento,False,False,120.0,,,B+,Fitch,113.0,Nuinvest,12.0,Nuinvest,False,Nuinvest,False,,,S,17.5,6.86,712,489,0.060946,1.2877,16.6,34.71,28.63,0.051505,1.09,13.86,152.22,145.36,32.36,28.64,CDI,0.0222,11.48,125.97,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,713 dias,57.5,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,57.5,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,3.49,713,489,0.060946,1.2877,16.6,34.71,28.63,0.051505,1.09,13.86,77.46,73.96,16.46,28.63,CDI,0.0222,11.48,64.1,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,715 dias,57.0,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,57.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,3.48,715,491,0.060946,1.2877,16.6,34.87,28.77,0.05151,1.09,13.86,76.88,73.4,16.4,28.77,CDI,0.0222,11.53,63.57,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,716 dias,228.0,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,228.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,13.95,716,492,0.060946,1.2877,16.6,34.95,28.84,0.051512,1.09,13.86,307.69,293.75,65.75,28.84,CDI,0.0222,11.56,254.35,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,720 dias,1150.0,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,1150.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,17.5,70.68,720,494,0.060946,1.2877,16.6,35.12,28.97,0.051517,1.09,13.86,1553.86,1483.18,333.18,28.97,CDI,0.0222,11.61,1283.47,LCI/LCA 99.0% CDI,16.6,190000.0,120.0,,,,,
CDB,,722 dias,115.0,120.0% CDI,,False,BANCO NBC,No Vencimento,False,False,120.0,,,AAA,Fitch,115.0,Nuinvest,25.0,Nuinvest,False,Nuinvest,False,,,S,15.0,6.09,722,496,0.060946,1.2877,16.6,35.28,29.99,0.052895,1.12,14.25,155.58,149.49,34.49,29.99,CDI,0.0222,11.66,128.4,LCI/LCA 102.0% CDI,16.6,180000.0,120.0,,,,,
